family_id,region,survey_type,satisfied_with_services,satisfied_case_management,involved_in_service_planning,gets_needed_information,services_meet_needs,respite_access_adequate,community_connections_support,would_recommend_services
FAM-02186,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-02187,Long Island,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-02188,Long Island,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02189,Western New York,Adult Family Survey,0,1,1,1,0,0,0,0
FAM-02190,New York City,Family/Guardian Survey,1,0,1,1,1,1,0,1
FAM-02191,Finger Lakes,Family/Guardian Survey,1,0,1,1,1,0,1,1
FAM-02192,Capital Region,Family/Guardian Survey,0,1,1,1,0,0,1,1
FAM-02193,Western New York,Family/Guardian Survey,1,0,1,1,1,1,1,1
FAM-02194,Hudson Valley,Child Family Survey,1,0,1,0,1,1,0,1
FAM-02195,New York City,Child Family Survey,1,1,0,1,1,1,1,1
FAM-02196,New York City,Family/Guardian Survey,0,1,0,1,1,0,1,0
FAM-02197,Capital Region,Adult Family Survey,0,1,1,0,1,0,0,1
FAM-02198,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-02199,New York City,Family/Guardian Survey,1,0,1,1,1,1,0,1
FAM-02200,New York City,Adult Family Survey,1,1,0,1,1,0,1,1
FAM-02201,Central New York,Child Family Survey,1,0,0,1,1,0,0,1
FAM-02202,Hudson Valley,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-02203,Capital Region,Child Family Survey,1,1,0,1,1,0,0,1
FAM-02204,Long Island,Adult Family Survey,1,1,1,0,0,0,1,0
FAM-02205,Mohawk Valley,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02206,North Country,Adult Family Survey,0,1,1,1,1,0,1,1
FAM-02207,Central New York,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02208,Long Island,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02209,Central New York,Adult Family Survey,0,1,1,1,1,1,0,1
FAM-02210,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02211,Capital Region,Adult Family Survey,0,1,1,1,1,1,0,1
FAM-02212,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-02213,New York City,Adult Family Survey,1,1,1,1,0,1,0,1
FAM-02214,Central New York,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-02215,Capital Region,Child Family Survey,1,1,0,1,0,1,1,1
FAM-02216,Central New York,Child Family Survey,1,1,1,1,0,0,0,1
FAM-02217,Long Island,Family/Guardian Survey,1,1,0,1,1,0,1,1
FAM-02218,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02219,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-02220,Long Island,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-02221,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02222,Hudson Valley,Child Family Survey,0,1,1,1,1,0,1,1
FAM-02223,New York City,Child Family Survey,0,1,1,1,1,1,0,1
FAM-02224,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02225,Hudson Valley,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-02226,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-02227,Long Island,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02228,Western New York,Child Family Survey,1,1,1,0,0,1,0,1
FAM-02229,Hudson Valley,Child Family Survey,0,1,1,1,1,1,1,1
FAM-02230,Capital Region,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02231,Long Island,Family/Guardian Survey,1,1,0,0,1,0,1,1
FAM-02232,New York City,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-02233,New York City,Child Family Survey,1,1,1,1,1,0,0,1
FAM-02234,Hudson Valley,Child Family Survey,1,1,1,0,1,1,1,1
FAM-02235,New York City,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-02236,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-02237,Southern Tier,Family/Guardian Survey,0,1,1,0,1,0,0,1
FAM-02238,New York City,Child Family Survey,1,1,0,1,1,0,1,1
FAM-02239,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-02240,New York City,Adult Family Survey,1,1,0,0,1,1,1,1
FAM-02241,Capital Region,Family/Guardian Survey,0,0,0,1,1,1,1,1
FAM-02242,Capital Region,Child Family Survey,1,0,1,0,0,1,1,0
FAM-02243,Hudson Valley,Child Family Survey,1,1,1,0,0,1,0,1
FAM-02244,New York City,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-02245,Mohawk Valley,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-02246,Hudson Valley,Child Family Survey,0,1,1,1,1,1,1,1
FAM-02247,Western New York,Adult Family Survey,0,1,0,1,1,1,0,1
FAM-02248,Western New York,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-02249,New York City,Adult Family Survey,1,1,0,1,1,0,1,1
FAM-02250,New York City,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02251,New York City,Family/Guardian Survey,1,1,1,0,0,0,1,1
FAM-02252,New York City,Family/Guardian Survey,0,0,1,1,1,1,1,1
FAM-02253,Central New York,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02254,Hudson Valley,Child Family Survey,1,1,1,1,0,0,1,1
FAM-02255,New York City,Adult Family Survey,0,1,1,0,1,1,1,1
FAM-02256,Hudson Valley,Child Family Survey,1,1,1,0,1,1,1,1
FAM-02257,Long Island,Child Family Survey,0,1,1,0,1,0,1,1
FAM-02258,Western New York,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-02259,Finger Lakes,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02260,Capital Region,Family/Guardian Survey,1,1,0,1,0,1,1,1
FAM-02261,Long Island,Adult Family Survey,1,0,0,1,0,1,1,1
FAM-02262,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-02263,Long Island,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-02264,New York City,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-02265,New York City,Child Family Survey,1,1,1,1,0,1,0,1
FAM-02266,North Country,Family/Guardian Survey,1,0,1,1,1,1,0,1
FAM-02267,New York City,Child Family Survey,1,1,1,1,1,1,0,1
FAM-02268,Western New York,Family/Guardian Survey,0,1,1,0,0,1,1,1
FAM-02269,Long Island,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-02270,Mohawk Valley,Adult Family Survey,0,1,1,0,0,0,1,1
FAM-02271,Western New York,Family/Guardian Survey,1,0,1,1,0,0,0,0
FAM-02272,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,0
FAM-02273,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02274,Hudson Valley,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-02275,Western New York,Family/Guardian Survey,0,1,1,1,1,0,1,0
FAM-02276,Western New York,Child Family Survey,1,1,1,0,1,0,0,1
FAM-02277,North Country,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-02278,Western New York,Adult Family Survey,1,1,0,0,1,1,0,1
FAM-02279,Long Island,Adult Family Survey,0,1,1,0,0,0,1,1
FAM-02280,North Country,Child Family Survey,1,1,1,0,0,1,0,1
FAM-02281,Central New York,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02282,New York City,Child Family Survey,1,1,1,0,1,0,1,1
FAM-02283,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02284,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02285,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,0
FAM-02286,Long Island,Adult Family Survey,1,0,1,0,1,0,1,1
FAM-02287,New York City,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02288,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-02289,New York City,Child Family Survey,1,1,0,0,1,0,1,1
FAM-02290,Long Island,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-02291,New York City,Child Family Survey,1,0,1,1,1,1,0,1
FAM-02292,Western New York,Child Family Survey,1,1,1,0,1,1,1,1
FAM-02293,Central New York,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-02294,New York City,Child Family Survey,0,1,1,1,1,0,1,0
FAM-02295,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-02296,Central New York,Family/Guardian Survey,0,0,1,1,1,0,1,1
FAM-02297,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02298,New York City,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-02299,New York City,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02300,Hudson Valley,Family/Guardian Survey,1,0,1,1,0,1,0,1
FAM-02301,New York City,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-02302,Hudson Valley,Child Family Survey,1,1,1,1,1,0,0,0
FAM-02303,Long Island,Family/Guardian Survey,1,1,1,1,0,0,1,1
FAM-02304,Western New York,Family/Guardian Survey,1,0,1,1,0,0,0,1
FAM-02305,Long Island,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-02306,Capital Region,Child Family Survey,1,1,1,1,1,0,1,1
FAM-02307,Mohawk Valley,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-02308,Capital Region,Family/Guardian Survey,0,1,1,0,1,1,1,1
FAM-02309,Hudson Valley,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-02310,Finger Lakes,Adult Family Survey,1,0,1,1,0,0,1,1
FAM-02311,North Country,Family/Guardian Survey,0,1,1,1,0,1,1,1
FAM-02312,Finger Lakes,Adult Family Survey,1,0,1,1,0,1,1,0
FAM-02313,Central New York,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-02314,Hudson Valley,Child Family Survey,1,1,1,1,1,1,0,1
FAM-02315,New York City,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-02316,New York City,Child Family Survey,1,1,0,1,1,0,0,1
FAM-02317,Long Island,Family/Guardian Survey,0,0,1,1,1,1,0,0
FAM-02318,Hudson Valley,Adult Family Survey,1,1,0,1,1,1,1,0
FAM-02319,Central New York,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-02320,Capital Region,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-02321,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-02322,New York City,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-02323,New York City,Child Family Survey,1,1,1,1,1,1,1,0
FAM-02324,Western New York,Adult Family Survey,1,0,1,0,1,1,1,1
FAM-02325,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-02326,Mohawk Valley,Adult Family Survey,1,0,1,1,1,0,0,0
FAM-02327,New York City,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-02328,Mohawk Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02329,Capital Region,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-02330,Capital Region,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-02331,Western New York,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02332,Capital Region,Family/Guardian Survey,1,1,0,0,0,1,0,0
FAM-02333,Capital Region,Adult Family Survey,1,1,0,0,1,0,1,1
FAM-02334,Western New York,Adult Family Survey,0,1,1,1,0,1,0,1
FAM-02335,Western New York,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02336,Western New York,Family/Guardian Survey,1,1,0,0,1,0,1,1
FAM-02337,Western New York,Family/Guardian Survey,1,1,0,1,1,0,1,0
FAM-02338,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-02339,Long Island,Child Family Survey,1,1,1,0,1,1,0,0
FAM-02340,North Country,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02341,Southern Tier,Child Family Survey,0,1,1,0,1,0,1,0
FAM-02342,New York City,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-02343,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,0
FAM-02344,Western New York,Child Family Survey,1,1,0,0,0,0,1,0
FAM-02345,Finger Lakes,Child Family Survey,1,1,1,1,1,1,0,1
FAM-02346,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-02347,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02348,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-02349,Western New York,Child Family Survey,0,1,1,1,1,0,1,1
FAM-02350,Hudson Valley,Child Family Survey,1,1,0,0,1,0,1,0
FAM-02351,Central New York,Family/Guardian Survey,0,1,0,0,1,0,0,1
FAM-02352,Hudson Valley,Family/Guardian Survey,0,1,1,0,1,0,1,1
FAM-02353,Hudson Valley,Child Family Survey,1,0,0,1,1,0,1,0
FAM-02354,North Country,Adult Family Survey,1,0,1,1,0,1,0,1
FAM-02355,Central New York,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-02356,New York City,Child Family Survey,1,1,1,1,1,1,0,1
FAM-02357,Central New York,Adult Family Survey,1,1,1,0,0,1,0,0
FAM-02358,New York City,Child Family Survey,1,1,1,1,0,1,1,1
FAM-02359,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-02360,Finger Lakes,Child Family Survey,1,1,1,0,1,1,0,1
FAM-02361,Hudson Valley,Family/Guardian Survey,1,0,1,1,0,1,1,1
FAM-02362,New York City,Adult Family Survey,1,1,1,1,0,0,0,1
FAM-02363,Mohawk Valley,Adult Family Survey,1,0,1,0,1,1,1,1
FAM-02364,Capital Region,Adult Family Survey,1,1,0,1,0,0,0,1
FAM-02365,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-02366,Finger Lakes,Child Family Survey,0,1,0,1,1,0,1,1
FAM-02367,Central New York,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02368,Hudson Valley,Child Family Survey,1,1,1,1,0,1,0,1
FAM-02369,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-02370,Capital Region,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-02371,New York City,Family/Guardian Survey,1,0,1,1,0,1,1,0
FAM-02372,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-02373,New York City,Child Family Survey,1,1,1,1,0,1,1,1
FAM-02374,Capital Region,Child Family Survey,0,1,1,0,0,1,0,1
FAM-02375,Finger Lakes,Child Family Survey,1,1,0,1,1,1,1,1
FAM-02376,Central New York,Child Family Survey,0,1,1,1,1,1,0,1
FAM-02377,Long Island,Child Family Survey,1,0,1,1,1,0,0,1
FAM-02378,New York City,Child Family Survey,1,1,1,1,1,0,0,1
FAM-02379,North Country,Family/Guardian Survey,1,1,0,1,1,1,1,1
FAM-02380,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-02381,North Country,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02382,Long Island,Adult Family Survey,1,1,0,1,0,1,1,1
FAM-02383,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-02384,New York City,Child Family Survey,1,1,1,1,0,0,1,1
FAM-02385,New York City,Child Family Survey,1,1,0,1,1,0,1,1
FAM-02386,Long Island,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-02387,Hudson Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-02388,Long Island,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-02389,Western New York,Adult Family Survey,1,0,0,0,1,0,1,0
FAM-02390,Hudson Valley,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-02391,Long Island,Child Family Survey,1,1,1,0,1,0,0,1
FAM-02392,Capital Region,Family/Guardian Survey,1,1,0,0,1,0,0,0
FAM-02393,Hudson Valley,Adult Family Survey,0,0,1,0,1,0,0,1
FAM-02394,Western New York,Adult Family Survey,1,1,1,1,0,0,1,0
FAM-02395,Hudson Valley,Child Family Survey,1,1,1,0,1,1,1,1
FAM-02396,Capital Region,Family/Guardian Survey,1,0,1,1,0,1,0,1
FAM-02397,Hudson Valley,Child Family Survey,1,1,1,0,1,1,0,0
FAM-02398,Capital Region,Child Family Survey,0,0,1,1,1,1,1,1
FAM-02399,Capital Region,Child Family Survey,0,0,1,1,1,1,0,1
FAM-02400,Central New York,Family/Guardian Survey,1,1,1,0,0,1,1,1
